EndFiscalYear,UniqueIndividual_ID,Gender,Region_MostRecentPlacement,Age_Category,TotalAggregatedDays_Segregation
2023,2023-10685-SG,Male,Western,25 to 49,3
2023,2023-10686-SG,Male,Central,25 to 49,3
2023,2023-10687-SG,Female,Central,25 to 49,8
2023,2023-10688-SG,Male,Central,25 to 49,3
2023,2023-10689-SG,Male,Central,25 to 49,1
2023,2023-10690-SG,Male,Central,25 to 49,5
2023,2023-10691-SG,Male,Central,25 to 49,14
2023,2023-10692-SG,Male,Eastern,25 to 49,7
2023,2023-10693-SG,Female,Central,25 to 49,1
2023,2023-10694-SG,Female,Central,25 to 49,4
2023,2023-10695-SG,Female,Central,25 to 49,1
2023,2023-10696-SG,Female,Central,25 to 49,1
2023,2023-10697-SG,Female,Central,50+,1
2023,2023-10698-SG,Female,Central,25 to 49,15
2023,2023-10699-SG,Male,Western,25 to 49,3
2023,2023-10700-SG,Male,Western,25 to 49,1
2023,2023-10701-SG,Male,Western,18 to 24,13
2023,2023-10702-SG,Male,Central,25 to 49,1
2023,2023-10703-SG,Male,Western,50+,12
2023,2023-10704-SG,Male,Central,25 to 49,4
2023,2023-10705-SG,Male,Eastern,18 to 24,2
2023,2023-10706-SG,Male,Western,18 to 24,6
2023,2023-10707-SG,Female,Central,25 to 49,1
2023,2023-10708-SG,Male,Toronto,25 to 49,5
2023,2023-10709-SG,Male,Toronto,18 to 24,6
2023,2023-10710-SG,Male,Central,25 to 49,1
2023,2023-10711-SG,Male,Central,18 to 24,2
2023,2023-10712-SG,Male,Central,25 to 49,4
2023,2023-10713-SG,Male,Central,50+,6
2023,2023-10714-SG,Male,Toronto,25 to 49,11
2023,2023-10715-SG,Male,Central,18 to 24,1
2023,2023-10716-SG,Male,Central,18 to 24,1
2023,2023-10717-SG,Male,Central,25 to 49,1
2023,2023-10718-SG,Male,Eastern,18 to 24,1
2023,2023-10719-SG,Male,Central,25 to 49,1
2023,2023-10720-SG,Male,Central,18 to 24,1
2023,2023-10721-SG,Male,Western,25 to 49,3
2023,2023-10722-SG,Male,Western,25 to 49,7
2023,2023-10723-SG,Male,Western,25 to 49,12
2023,2023-10724-SG,Female,Central,25 to 49,7
2023,2023-10725-SG,Female,Central,25 to 49,2
2023,2023-10726-SG,Male,Central,25 to 49,1
2023,2023-10727-SG,Female,Central,50+,1
2023,2023-10728-SG,Female,Central,25 to 49,3
2023,2023-10729-SG,Male,Northern,25 to 49,1
2023,2023-10730-SG,Female,Central,25 to 49,7
2023,2023-10731-SG,Male,Central,25 to 49,23
2023,2023-10732-SG,Male,Western,25 to 49,3
2023,2023-10733-SG,Male,Western,18 to 24,5
2023,2023-10734-SG,Male,Central,50+,1
2023,2023-10735-SG,Male,Western,50+,6
2023,2023-10736-SG,Female,Western,25 to 49,4
2023,2023-10737-SG,Male,Central,25 to 49,4
2023,2023-10738-SG,Male,Central,18 to 24,3
2023,2023-10739-SG,Male,Central,25 to 49,2
2023,2023-10740-SG,Male,Western,25 to 49,5
2023,2023-10741-SG,Female,Eastern,25 to 49,2
2023,2023-10742-SG,Female,Central,25 to 49,2
2023,2023-10743-SG,Female,Central,18 to 24,21
2023,2023-10744-SG,Female,Central,25 to 49,10
2023,2023-10745-SG,Male,Central,25 to 49,3
2023,2023-10746-SG,Male,Eastern,18 to 24,7
2023,2023-10747-SG,Male,Western,25 to 49,39
2023,2023-10748-SG,Male,Central,25 to 49,1
2023,2023-10749-SG,Male,Central,18 to 24,3
2023,2023-10750-SG,Male,Central,25 to 49,9
2023,2023-10751-SG,Female,Central,25 to 49,3
2023,2023-10752-SG,Male,Eastern,25 to 49,2
2023,2023-10753-SG,Male,Western,18 to 24,9
2023,2023-10754-SG,Male,Central,25 to 49,7
2023,2023-10755-SG,Male,Eastern,25 to 49,6
2023,2023-10756-SG,Male,Central,18 to 24,1
2023,2023-10757-SG,Female,Western,25 to 49,1
2023,2023-10758-SG,Male,Eastern,18 to 24,2
2023,2023-10759-SG,Female,Western,18 to 24,1
2023,2023-10760-SG,Male,Central,25 to 49,19
2023,2023-10761-SG,Male,Western,25 to 49,5
2023,2023-10762-SG,Male,Central,18 to 24,2
2023,2023-10763-SG,Male,Central,50+,3
2023,2023-10764-SG,Male,Central,25 to 49,18
2023,2023-10765-SG,Female,Western,25 to 49,1
2023,2023-10766-SG,Female,Central,25 to 49,2
2023,2023-10767-SG,Male,Western,18 to 24,12
2023,2023-10768-SG,Male,Central,25 to 49,1
2023,2023-10769-SG,Female,Central,25 to 49,8
2023,2023-10770-SG,Female,Central,18 to 24,1
2023,2023-10771-SG,Male,Central,25 to 49,34
2023,2023-10772-SG,Male,Eastern,25 to 49,1
2023,2023-10773-SG,Male,Central,25 to 49,1
2023,2023-10774-SG,Male,Western,25 to 49,7
2023,2023-10775-SG,Male,Central,25 to 49,1
2023,2023-10776-SG,Male,Western,25 to 49,8
2023,2023-10777-SG,Male,Eastern,18 to 24,1
2023,2023-10778-SG,Male,Central,25 to 49,3
2023,2023-10779-SG,Male,Central,50+,2
2023,2023-10780-SG,Male,Central,50+,1
2023,2023-10781-SG,Male,Central,18 to 24,1
2023,2023-10782-SG,Female,Central,25 to 49,1
2023,2023-10783-SG,Male,Central,25 to 49,1
2023,2023-10784-SG,Female,Central,18 to 24,1
2023,2023-10785-SG,Male,Toronto,18 to 24,2
2023,2023-10786-SG,Male,Western,18 to 24,3
2023,2023-10787-SG,Male,Central,18 to 24,17
2023,2023-10788-SG,Female,Central,25 to 49,5
2023,2023-10789-SG,Male,Central,18 to 24,6
2023,2023-10790-SG,Male,Central,25 to 49,3
2023,2023-10791-SG,Female,Central,18 to 24,6
2023,2023-10792-SG,Male,Central,50+,1
2023,2023-10793-SG,Male,Central,25 to 49,1
2023,2023-10794-SG,Female,Central,25 to 49,11
2023,2023-10795-SG,Male,Central,25 to 49,7
2023,2023-10796-SG,Male,Central,25 to 49,1
2023,2023-10797-SG,Female,Central,18 to 24,7
2023,2023-10798-SG,Female,Central,18 to 24,1
2023,2023-10799-SG,Male,Central,25 to 49,5
2023,2023-10800-SG,Male,Central,25 to 49,1
2023,2023-10801-SG,Male,Eastern,25 to 49,10
2023,2023-10802-SG,Male,Central,25 to 49,7
2023,2023-10803-SG,Male,Central,18 to 24,3
2023,2023-10804-SG,Male,Western,25 to 49,7
2023,2023-10805-SG,Male,Central,25 to 49,1
2023,2023-10806-SG,Male,Eastern,18 to 24,1
2023,2023-10807-SG,Female,Central,25 to 49,11
2023,2023-10808-SG,Female,Central,25 to 49,6
2023,2023-10809-SG,Male,Toronto,25 to 49,16
2023,2023-10810-SG,Male,Eastern,25 to 49,5
2023,2023-10811-SG,Male,Western,25 to 49,9
2023,2023-10812-SG,Female,Central,25 to 49,1
2023,2023-10813-SG,Male,Central,25 to 49,2
2023,2023-10814-SG,Female,Central,25 to 49,1
2023,2023-10815-SG,Male,Western,18 to 24,1
2023,2023-10816-SG,Male,Western,50+,4
2023,2023-10817-SG,Male,Central,25 to 49,8
2023,2023-10818-SG,Male,Western,25 to 49,3
2023,2023-10819-SG,Female,Central,18 to 24,7
2023,2023-10820-SG,Male,Central,18 to 24,1
2023,2023-10821-SG,Male,Western,18 to 24,1
2023,2023-10822-SG,Male,Toronto,25 to 49,1
2023,2023-10823-SG,Female,Central,25 to 49,1
2023,2023-10824-SG,Male,Eastern,18 to 24,1
2023,2023-10825-SG,Male,Western,25 to 49,8
2023,2023-10826-SG,Male,Western,25 to 49,3
2023,2023-10827-SG,Male,Eastern,25 to 49,3
2023,2023-10828-SG,Male,Western,25 to 49,4
2023,2023-10829-SG,Female,Central,25 to 49,2
2023,2023-10830-SG,Male,Central,50+,3
2023,2023-10831-SG,Male,Eastern,25 to 49,12
2023,2023-10832-SG,Male,Central,18 to 24,11
2023,2023-10833-SG,Male,Central,50+,1
2023,2023-10834-SG,Male,Northern,25 to 49,2
2023,2023-10835-SG,Female,Central,25 to 49,6
2023,2023-10836-SG,Male,Central,18 to 24,1
2023,2023-10837-SG,Male,Eastern,25 to 49,1
2023,2023-10838-SG,Female,Eastern,25 to 49,9
2023,2023-10839-SG,Female,Central,18 to 24,3
2023,2023-10840-SG,Female,Central,25 to 49,1
2023,2023-10841-SG,Female,Central,25 to 49,1
2023,2023-10842-SG,Female,Central,25 to 49,1
2023,2023-10843-SG,Female,Central,25 to 49,2
2023,2023-10844-SG,Female,Central,25 to 49,13
2023,2023-10845-SG,Male,Central,50+,1
2023,2023-10846-SG,Male,Central,25 to 49,1
2023,2023-10847-SG,Female,Central,25 to 49,3
2023,2023-10848-SG,Male,Toronto,25 to 49,48
2023,2023-10849-SG,Male,Central,18 to 24,1
2023,2023-10850-SG,Female,Central,50+,1
2023,2023-10851-SG,Male,Central,18 to 24,2
2023,2023-10852-SG,Female,Eastern,25 to 49,4
2023,2023-10853-SG,Male,Central,25 to 49,33
2023,2023-10854-SG,Male,Central,25 to 49,1
2023,2023-10855-SG,Male,Central,18 to 24,2
2023,2023-10856-SG,Female,Central,50+,7
2023,2023-10857-SG,Male,Central,25 to 49,6
2023,2023-10858-SG,Male,Toronto,25 to 49,3
2023,2023-10859-SG,Male,Western,18 to 24,15
2023,2023-10860-SG,Female,Central,50+,9
2023,2023-10861-SG,Male,Western,18 to 24,3
2023,2023-10862-SG,Male,Central,25 to 49,2
2023,2023-10863-SG,Male,Central,18 to 24,3
2023,2023-10864-SG,Male,Northern,50+,3
2023,2023-10865-SG,Male,Toronto,25 to 49,2
2023,2023-10866-SG,Male,Western,18 to 24,3
2023,2023-10867-SG,Female,Central,18 to 24,1
2023,2023-10868-SG,Male,Eastern,18 to 24,8
2023,2023-10869-SG,Male,Western,25 to 49,5
2023,2023-10870-SG,Male,Western,50+,12
2023,2023-10871-SG,Male,Central,18 to 24,1
2023,2023-10872-SG,Male,Central,18 to 24,1
2023,2023-10873-SG,Male,Eastern,18 to 24,5
2023,2023-10874-SG,Male,Central,25 to 49,1
2023,2023-10875-SG,Male,Eastern,25 to 49,10
2023,2023-10876-SG,Male,Central,25 to 49,9
2023,2023-10877-SG,Female,Central,18 to 24,1
2023,2023-10878-SG,Male,Western,18 to 24,5
2023,2023-10879-SG,Male,Central,25 to 49,1
2023,2023-10880-SG,Male,Central,18 to 24,4
2023,2023-10881-SG,Male,Central,18 to 24,1
2023,2023-10882-SG,Male,Central,25 to 49,2
2023,2023-10883-SG,Male,Central,25 to 49,14
2023,2023-10884-SG,Male,Central,25 to 49,38
2023,2023-10885-SG,Female,Central,50+,3
2023,2023-10886-SG,Male,Central,25 to 49,4
2023,2023-10887-SG,Female,Central,25 to 49,1
2023,2023-10888-SG,Male,Northern,25 to 49,2
2023,2023-10889-SG,Male,Central,25 to 49,3
2023,2023-10890-SG,Male,Central,25 to 49,1
2023,2023-10891-SG,Male,Eastern,50+,3
2023,2023-10892-SG,Female,Eastern,50+,12
2023,2023-10893-SG,Male,Central,25 to 49,5
2023,2023-10894-SG,Male,Northern,18 to 24,5
2023,2023-10895-SG,Male,Western,25 to 49,12
2023,2023-10896-SG,Female,Central,18 to 24,12
2023,2023-10897-SG,Male,Eastern,18 to 24,26
2023,2023-10898-SG,Male,Central,25 to 49,6
2023,2023-10899-SG,Male,Central,18 to 24,9
2023,2023-10900-SG,Female,Central,25 to 49,1
2023,2023-10901-SG,Male,Western,25 to 49,8
2023,2023-10902-SG,Female,Northern,25 to 49,2
2023,2023-10903-SG,Male,Central,18 to 24,1
2023,2023-10904-SG,Male,Toronto,18 to 24,17
2023,2023-10905-SG,Male,Central,18 to 24,13
2023,2023-10906-SG,Male,Central,18 to 24,3
2023,2023-10907-SG,Male,Central,25 to 49,2
2023,2023-10908-SG,Male,Central,25 to 49,1
2023,2023-10909-SG,Male,Western,25 to 49,7
2023,2023-10910-SG,Male,Western,18 to 24,5
2023,2023-10911-SG,Male,Northern,18 to 24,1
2023,2023-10912-SG,Male,Central,18 to 24,1
2023,2023-10913-SG,Female,Central,25 to 49,5
2023,2023-10914-SG,Female,Central,25 to 49,13
2023,2023-10915-SG,Male,Toronto,18 to 24,5
2023,2023-10916-SG,Female,Central,25 to 49,4
2023,2023-10917-SG,Female,Central,18 to 24,6
2023,2023-10918-SG,Female,Central,25 to 49,17
2023,2023-10919-SG,Male,Central,18 to 24,1
2023,2023-10920-SG,Female,Western,25 to 49,1
2023,2023-10921-SG,Male,Central,18 to 24,30
2023,2023-10922-SG,Male,Western,50+,8
2023,2023-10923-SG,Female,Central,25 to 49,16
2023,2023-10924-SG,Male,Central,18 to 24,1
2023,2023-10925-SG,Male,Central,25 to 49,5
2023,2023-10926-SG,Male,Central,18 to 24,1
2023,2023-10927-SG,Male,Central,25 to 49,4
2023,2023-10928-SG,Female,Central,18 to 24,7
2023,2023-10929-SG,Male,Eastern,25 to 49,15
2023,2023-10930-SG,Female,Central,50+,12
2023,2023-10931-SG,Male,Central,25 to 49,10
2023,2023-10932-SG,Male,Western,25 to 49,8
2023,2023-10933-SG,Male,Central,18 to 24,6
2023,2023-10934-SG,Male,Toronto,25 to 49,109
2023,2023-10935-SG,Female,Central,25 to 49,1
2023,2023-10936-SG,Male,Central,18 to 24,1
2023,2023-10937-SG,Male,Northern,25 to 49,1
2023,2023-10938-SG,Male,Western,18 to 24,5
2023,2023-10939-SG,Male,Western,18 to 24,3
2023,2023-10940-SG,Male,Western,18 to 24,2
2023,2023-10941-SG,Male,Western,50+,5
2023,2023-10942-SG,Male,Toronto,18 to 24,3
2023,2023-10943-SG,Male,Central,25 to 49,1
2023,2023-10944-SG,Female,Central,18 to 24,8
2023,2023-10945-SG,Male,Central,25 to 49,2
2023,2023-10946-SG,Male,Central,25 to 49,16
2023,2023-10947-SG,Female,Eastern,25 to 49,5
2023,2023-10948-SG,Male,Western,25 to 49,5
2023,2023-10949-SG,Male,Northern,25 to 49,5
2023,2023-10950-SG,Male,Central,25 to 49,4
2023,2023-10951-SG,Male,Central,50+,5
2023,2023-10952-SG,Female,Central,25 to 49,3
2023,2023-10953-SG,Male,Central,50+,1
2023,2023-10954-SG,Male,Central,18 to 24,1
2023,2023-10955-SG,Female,Central,18 to 24,4
2023,2023-10956-SG,Male,Central,25 to 49,1
2023,2023-10957-SG,Female,Northern,25 to 49,5
2023,2023-10958-SG,Male,Central,25 to 49,1
2023,2023-10959-SG,Male,Central,18 to 24,2
2023,2023-10960-SG,Male,Central,25 to 49,1
2023,2023-10961-SG,Male,Central,25 to 49,2
2023,2023-10962-SG,Male,Central,25 to 49,4
2023,2023-10963-SG,Female,Central,18 to 24,2
2023,2023-10964-SG,Male,Central,25 to 49,1
2023,2023-10965-SG,Female,Central,18 to 24,5
2023,2023-10966-SG,Female,Central,25 to 49,2
2023,2023-10967-SG,Male,Toronto,25 to 49,103
2023,2023-10968-SG,Male,Central,25 to 49,9
2023,2023-10969-SG,Male,Toronto,25 to 49,10
2023,2023-10970-SG,Male,Northern,18 to 24,1
2023,2023-10971-SG,Male,Central,18 to 24,1
2023,2023-10972-SG,Male,Central,25 to 49,2
2023,2023-10973-SG,Female,Western,25 to 49,1
2023,2023-10974-SG,Male,Western,50+,7
2023,2023-10975-SG,Male,Northern,25 to 49,1
2023,2023-10976-SG,Male,Western,25 to 49,25
2023,2023-10977-SG,Male,Central,25 to 49,4
2023,2023-10978-SG,Male,Central,25 to 49,5
2023,2023-10979-SG,Male,Toronto,18 to 24,2
2023,2023-10980-SG,Male,Eastern,50+,5
2023,2023-10981-SG,Male,Central,18 to 24,5
2023,2023-10982-SG,Male,Central,25 to 49,1
2023,2023-10983-SG,Male,Central,25 to 49,1
2023,2023-10984-SG,Male,Central,25 to 49,6
2023,2023-10985-SG,Male,Western,25 to 49,3
2023,2023-10986-SG,Male,Central,25 to 49,1
2023,2023-10987-SG,Female,Northern,25 to 49,5
2023,2023-10988-SG,Male,Western,25 to 49,9
2023,2023-10989-SG,Male,Central,25 to 49,1
2023,2023-10990-SG,Female,Eastern,25 to 49,2
2023,2023-10991-SG,Female,Central,25 to 49,4
2023,2023-10992-SG,Female,Eastern,25 to 49,18
2023,2023-10993-SG,Male,Toronto,50+,15
2023,2023-10994-SG,Male,Eastern,25 to 49,1
2023,2023-10995-SG,Male,Central,25 to 49,1
2023,2023-10996-SG,Male,Western,18 to 24,3
2023,2023-10997-SG,Male,Western,25 to 49,41
2023,2023-10998-SG,Female,Western,25 to 49,2
2023,2023-10999-SG,Female,Central,18 to 24,12
2023,2023-11000-SG,Male,Central,25 to 49,2
2023,2023-11001-SG,Male,Eastern,25 to 49,1
2023,2023-11002-SG,Male,Eastern,18 to 24,2
2023,2023-11003-SG,Male,Eastern,18 to 24,2
2023,2023-11004-SG,Female,Western,25 to 49,2
2023,2023-11005-SG,Male,Central,25 to 49,1
2023,2023-11006-SG,Male,Central,18 to 24,2
2023,2023-11007-SG,Male,Central,25 to 49,2
2023,2023-11008-SG,Male,Eastern,50+,2
2023,2023-11009-SG,Male,Central,25 to 49,3
2023,2023-11010-SG,Male,Central,18 to 24,2
2023,2023-11011-SG,Male,Eastern,18 to 24,1
2023,2023-11012-SG,Male,Central,25 to 49,7
2023,2023-11013-SG,Male,Central,25 to 49,1
2023,2023-11014-SG,Male,Western,18 to 24,6
2023,2023-11015-SG,Male,Toronto,18 to 24,10
2023,2023-11016-SG,Male,Eastern,25 to 49,5
2023,2023-11017-SG,Female,Central,25 to 49,11
2023,2023-11018-SG,Female,Central,25 to 49,6
2023,2023-11019-SG,Male,Toronto,25 to 49,2
2023,2023-11020-SG,Male,Eastern,18 to 24,2
2023,2023-11021-SG,Male,Central,18 to 24,6
2023,2023-11022-SG,Male,Eastern,25 to 49,5
2023,2023-11023-SG,Male,Central,50+,3
2023,2023-11024-SG,Male,Western,18 to 24,1
2023,2023-11025-SG,Male,Central,25 to 49,1
2023,2023-11026-SG,Male,Central,18 to 24,1
2023,2023-11027-SG,Male,Central,25 to 49,3
2023,2023-11028-SG,Female,Central,25 to 49,24
2023,2023-11029-SG,Male,Central,18 to 24,2
2023,2023-11030-SG,Male,Eastern,25 to 49,4
2023,2023-11031-SG,Male,Central,18 to 24,4
2023,2023-11032-SG,Male,Central,25 to 49,1
2023,2023-11033-SG,Female,Central,18 to 24,1
2023,2023-11034-SG,Male,Western,18 to 24,2
2023,2023-11035-SG,Male,Western,25 to 49,1
2023,2023-11036-SG,Male,Central,25 to 49,30
2023,2023-11037-SG,Male,Toronto,18 to 24,7
2023,2023-11038-SG,Female,Central,25 to 49,2
2023,2023-11039-SG,Male,Western,18 to 24,2
2023,2023-11040-SG,Male,Western,25 to 49,1
2023,2023-11041-SG,Female,Central,25 to 49,5
2023,2023-11042-SG,Male,Central,18 to 24,3
2023,2023-11043-SG,Male,Eastern,18 to 24,2
2023,2023-11044-SG,Male,Central,18 to 24,10
2023,2023-11045-SG,Male,Central,50+,1
2023,2023-11046-SG,Female,Eastern,50+,7
2023,2023-11047-SG,Male,Northern,25 to 49,4
2023,2023-11048-SG,Male,Central,25 to 49,6
2023,2023-11049-SG,Male,Central,50+,1
2023,2023-11050-SG,Male,Central,25 to 49,1
2023,2023-11051-SG,Male,Central,18 to 24,1
2023,2023-11052-SG,Male,Central,18 to 24,1
2023,2023-11053-SG,Male,Central,18 to 24,1
2023,2023-11054-SG,Male,Northern,18 to 24,37
2023,2023-11055-SG,Female,Central,25 to 49,2
2023,2023-11056-SG,Male,Central,18 to 24,4
2023,2023-11057-SG,Male,Eastern,18 to 24,2
2023,2023-11058-SG,Male,Northern,25 to 49,1
2023,2023-11059-SG,Male,Central,18 to 24,15
2023,2023-11060-SG,Male,Toronto,18 to 24,2
2023,2023-11061-SG,Male,Central,18 to 24,3
2023,2023-11062-SG,Male,Eastern,18 to 24,4
2023,2023-11063-SG,Female,Central,50+,6
2023,2023-11064-SG,Male,Central,25 to 49,1
2023,2023-11065-SG,Male,Western,18 to 24,1
2023,2023-11066-SG,Male,Central,25 to 49,1
2023,2023-11067-SG,Female,Central,25 to 49,44
2023,2023-11068-SG,Male,Toronto,18 to 24,24
2023,2023-11069-SG,Female,Eastern,18 to 24,1
2023,2023-11070-SG,Male,Northern,25 to 49,4
2023,2023-11071-SG,Female,Central,25 to 49,2
2023,2023-11072-SG,Female,Central,25 to 49,1
2023,2023-11073-SG,Male,Central,18 to 24,1
2023,2023-11074-SG,Female,Central,18 to 24,1
2023,2023-11075-SG,Male,Central,25 to 49,20
2023,2023-11076-SG,Male,Central,18 to 24,1
2023,2023-11077-SG,Female,Western,25 to 49,2
2023,2023-11078-SG,Male,Toronto,25 to 49,8
2023,2023-11079-SG,Female,Central,25 to 49,1
2023,2023-11080-SG,Male,Central,18 to 24,7
2023,2023-11081-SG,Male,Northern,25 to 49,11
2023,2023-11082-SG,Male,Central,50+,1
2023,2023-11083-SG,Female,Western,25 to 49,3
2023,2023-11084-SG,Male,Central,25 to 49,1
2023,2023-11085-SG,Male,Central,18 to 24,1
2023,2023-11086-SG,Male,Central,18 to 24,3
2023,2023-11087-SG,Male,Central,18 to 24,2
2023,2023-11088-SG,Female,Central,25 to 49,58
2023,2023-11089-SG,Male,Northern,25 to 49,1
2023,2023-11090-SG,Male,Western,18 to 24,8
2023,2023-11091-SG,Female,Central,18 to 24,3
2023,2023-11092-SG,Male,Eastern,18 to 24,3
2023,2023-11093-SG,Male,Eastern,25 to 49,3
2023,2023-11094-SG,Female,Central,18 to 24,13
2023,2023-11095-SG,Male,Central,50+,1
2023,2023-11096-SG,Male,Central,25 to 49,2
2023,2023-11097-SG,Male,Central,25 to 49,14
2023,2023-11098-SG,Male,Western,18 to 24,8
2023,2023-11099-SG,Male,Central,25 to 49,1
2023,2023-11100-SG,Female,Central,25 to 49,5
2023,2023-11101-SG,Female,Eastern,25 to 49,3
2023,2023-11102-SG,Female,Western,25 to 49,13
2023,2023-11103-SG,Female,Northern,18 to 24,1
2023,2023-11104-SG,Male,Toronto,25 to 49,4
2023,2023-11105-SG,Male,Northern,18 to 24,2
2023,2023-11106-SG,Male,Toronto,25 to 49,3
2023,2023-11107-SG,Female,Eastern,18 to 24,2
2023,2023-11108-SG,Male,Central,18 to 24,6
2023,2023-11109-SG,Male,Central,18 to 24,1
2023,2023-11110-SG,Male,Central,50+,1
2023,2023-11111-SG,Female,Western,25 to 49,1
2023,2023-11112-SG,Male,Central,25 to 49,1
2023,2023-11113-SG,Male,Central,18 to 24,1
2023,2023-11114-SG,Female,Central,25 to 49,3
2023,2023-11115-SG,Male,Central,18 to 24,1
2023,2023-11116-SG,Male,Central,18 to 24,1
2023,2023-11117-SG,Male,Toronto,25 to 49,3
2023,2023-11118-SG,Male,Central,25 to 49,4
2023,2023-11119-SG,Male,Central,25 to 49,2
2023,2023-11120-SG,Male,Central,25 to 49,11
2023,2023-11121-SG,Male,Central,25 to 49,1
2023,2023-11122-SG,Male,Central,18 to 24,1
2023,2023-11123-SG,Female,Central,18 to 24,7
2023,2023-11124-SG,Male,Western,25 to 49,4
2023,2023-11125-SG,Male,Western,50+,4
2023,2023-11126-SG,Female,Central,50+,10
2023,2023-11127-SG,Male,Central,18 to 24,3
2023,2023-11128-SG,Male,Central,25 to 49,2
2023,2023-11129-SG,Male,Eastern,25 to 49,1
2023,2023-11130-SG,Male,Central,25 to 49,3
2023,2023-11131-SG,Male,Western,25 to 49,4
2023,2023-11132-SG,Male,Central,18 to 24,3
2023,2023-11133-SG,Male,Central,18 to 24,1
2023,2023-11134-SG,Male,Central,25 to 49,7
2023,2023-11135-SG,Female,Central,25 to 49,3
2023,2023-11136-SG,Male,Central,18 to 24,5
2023,2023-11137-SG,Female,Central,25 to 49,17
2023,2023-11138-SG,Male,Western,18 to 24,4
2023,2023-11139-SG,Male,Central,25 to 49,2
2023,2023-11140-SG,Male,Central,18 to 24,1
2023,2023-11141-SG,Female,Western,25 to 49,2
2023,2023-11142-SG,Male,Eastern,25 to 49,2
2023,2023-11143-SG,Female,Central,25 to 49,2
2023,2023-11144-SG,Male,Central,25 to 49,3
2023,2023-11145-SG,Male,Eastern,25 to 49,1
2023,2023-11146-SG,Female,Central,25 to 49,1
2023,2023-11147-SG,Male,Central,25 to 49,20
2023,2023-11148-SG,Female,Central,18 to 24,1
2023,2023-11149-SG,Female,Western,18 to 24,3
2023,2023-11150-SG,Male,Toronto,18 to 24,3
2023,2023-11151-SG,Female,Central,18 to 24,9
2023,2023-11152-SG,Male,Northern,25 to 49,68
2023,2023-11153-SG,Male,Central,50+,2
2023,2023-11154-SG,Male,Western,18 to 24,2
2023,2023-11155-SG,Male,Western,18 to 24,1
2023,2023-11156-SG,Female,Western,25 to 49,8
2023,2023-11157-SG,Male,Central,25 to 49,4
2023,2023-11158-SG,Male,Central,18 to 24,1
2023,2023-11159-SG,Female,Central,18 to 24,5
2023,2023-11160-SG,Male,Central,18 to 24,1
2023,2023-11161-SG,Male,Western,25 to 49,2
2023,2023-11162-SG,Female,Central,25 to 49,5
2023,2023-11163-SG,Male,Toronto,25 to 49,2
2023,2023-11164-SG,Male,Toronto,18 to 24,24
2023,2023-11165-SG,Male,Central,18 to 24,4
2023,2023-11166-SG,Male,Central,18 to 24,2
2023,2023-11167-SG,Female,Western,25 to 49,6
2023,2023-11168-SG,Male,Central,18 to 24,3
2023,2023-11169-SG,Male,Toronto,25 to 49,1
